Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Health_Notes,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score,Plant_Type
Tradescantia zebrina,24.71,37,9,Wilting,321,4,3h direct morning sun,23.2,59.4,Compost,62,Aphids,High,59.5,Peaty,4,Aloe Vera
Begonia maculata,47.78,42,5,New bud,249,2,Filtered sunlight through curtain,22.0,58.5,Chemical,35,Whiteflies,Low,50.4,Silty,5,Peace Lily
Nephrolepis exaltata,30.47,19,8,Dark green color,289,6,6h full sun,20.2,54.2,,90,Whiteflies,,19.4,Silty,5,Aloe Vera
Epipremnum aureum,23.87,19,6,,451,4,6h full sun,22.3,57.5,Chemical,23,Spider mites,Moderate,20.6,Silty,2,Aloe Vera
Epipremnum aureum,9.9,29,9,Yellowing leaves,229,2,Indirect light all day,19.8,54.6,Chemical,39,Whiteflies,High,27.0,Loamy,1,Spider Plant
Calathea orbifolia,26.21,25,9,,481,1,3h direct morning sun,30.3,58.3,Chemical,28,Aphids,,25.9,Chalky,5,Aloe Vera
Spathiphyllum wallisii,33.23,28,8,Yellowing leaves,220,2,Indirect light all day,23.9,65.8,Organic,52,Whiteflies,High,57.8,Sandy,3,Peace Lily
Anthurium andraeanum,24.19,9,3,Leaf drop,344,2,Indirect light all day,23.8,35.5,Liquid feed,21,Aphids,High,49.5,Sandy,1,Aloe Vera
Monstera deliciosa,19.94,10,1,Wilting,226,5,Filtered sunlight through curtain,25.8,67.5,Chemical,71,,High,46.2,Loamy,1,Peace Lily
Sansevieria cylindrica,19.27,47,7,Dark green color,418,4,6h full sun,26.9,36.8,Chemical,14,Whiteflies,,19.3,Silty,5,Aloe Vera
Monstera deliciosa,30.35,48,3,New bud,445,6,Low light corner,26.8,33.3,,68,Aphids,Low,55.5,Sandy,3,Snake Plant
Dracaena trifasciata,32.59,27,8,New bud,286,5,6h full sun,27.2,78.8,,63,Fungus gnats,High,51.4,Sandy,2,Fern
Peperomia obtusifolia,38.61,8,3,Yellowing leaves,187,3,6h full sun,22.1,77.8,Compost,3,Spider mites,Low,18.2,Peaty,5,Fern
Dracaena trifasciata,15.05,31,7,Dark green color,376,2,Filtered sunlight through curtain,23.1,33.0,Compost,74,Aphids,Low,53.6,Clay,3,Aloe Vera
Anthurium andraeanum,30.26,22,8,Brittle leaves,415,3,Low light corner,26.3,52.2,,17,Whiteflies,Moderate,23.6,Loamy,1,Snake Plant
Aglaonema commutatum,23.78,25,8,Leaf drop,360,5,3h direct morning sun,22.4,39.3,Liquid feed,41,Whiteflies,Moderate,14.0,Loamy,3,Aloe Vera
Anthurium andraeanum,24.08,32,9,Yellowing leaves,178,4,Low light corner,24.0,54.3,Compost,29,,Low,42.8,Silty,1,Snake Plant
Begonia maculata,29.02,39,3,Yellowing leaves,98,5,3h direct morning sun,25.2,71.5,Liquid feed,14,Fungus gnats,Moderate,42.7,Loamy,5,Peace Lily
Nephrolepis exaltata,29.08,26,0,Leaf drop,213,4,Low light corner,26.4,77.5,,69,Aphids,Moderate,14.7,Silty,5,Fern
Aloe vera,30.29,44,2,Wilting,326,4,Indirect light all day,18.7,61.7,Compost,54,Fungus gnats,Low,25.9,Peaty,4,Peace Lily
Spathiphyllum wallisii,14.43,27,8,New bud,342,1,Low light corner,26.1,47.7,Chemical,52,,,59.6,Peaty,4,Snake Plant
Dieffenbachia seguine,17.5,7,3,Wilting,165,2,Filtered sunlight through curtain,23.3,60.2,,15,Spider mites,Moderate,43.9,Chalky,4,Peace Lily
Monstera deliciosa,39.86,44,4,Dark green color,73,5,3h direct morning sun,26.1,45.6,Compost,72,Fungus gnats,Moderate,46.5,Silty,5,Aloe Vera
Codiaeum variegatum,22.79,14,6,Brittle leaves,360,4,6h full sun,26.3,75.5,Liquid feed,33,,,20.6,Peaty,2,Fern
Codiaeum variegatum,28.06,29,4,,74,5,Filtered sunlight through curtain,28.8,73.5,Liquid feed,26,Aphids,,13.9,Silty,5,Peace Lily
Chlorophytum comosum,35.55,12,3,Strong stem,440,5,3h direct morning sun,28.1,57.9,Compost,12,Spider mites,,23.8,Loamy,3,Aloe Vera
Codiaeum variegatum,29.63,15,1,Strong stem,176,4,3h direct morning sun,28.0,46.2,Liquid feed,99,Whiteflies,Low,22.4,Chalky,5,Aloe Vera
Monstera deliciosa,30.47,9,1,Strong stem,283,6,6h full sun,28.3,44.7,Compost,26,,,21.7,Clay,5,Aloe Vera
Philodendron hederaceum,33.95,49,3,Leaf drop,258,3,Indirect light all day,24.9,31.7,Compost,72,Whiteflies,Low,19.6,Sandy,1,Aloe Vera
Monstera deliciosa,3.83,41,9,Yellowing leaves,142,2,Filtered sunlight through curtain,24.1,70.8,Liquid feed,68,Spider mites,High,38.7,Sandy,1,Peace Lily
Dieffenbachia seguine,20.1,49,9,Brittle leaves,143,2,6h full sun,26.6,52.5,Organic,85,,High,26.4,Chalky,1,Aloe Vera
Aloe vera,29.69,42,8,Wilting,376,6,6h full sun,26.2,46.3,Chemical,30,,,51.0,Silty,5,Aloe Vera
Peperomia obtusifolia,38.88,33,7,,274,1,Indirect light all day,23.1,53.6,,2,Spider mites,,19.2,Silty,2,Spider Plant
Calathea orbifolia,25.66,9,2,New bud,427,6,Filtered sunlight through curtain,25.2,70.9,Chemical,29,Aphids,High,33.2,Silty,3,Peace Lily
Codiaeum variegatum,16.55,13,8,Strong stem,329,1,6h full sun,23.9,36.2,,20,,Low,10.7,Clay,3,Aloe Vera
Calathea orbifolia,16.82,6,4,Wilting,60,1,Indirect light all day,21.4,72.9,,98,Spider mites,Low,34.1,Sandy,2,Fern
Epipremnum aureum,33.84,5,2,Strong stem,378,6,Filtered sunlight through curtain,27.9,74.9,Chemical,5,Fungus gnats,,12.8,Chalky,2,Fern
Calathea orbifolia,22.82,44,4,Brittle leaves,61,2,Low light corner,24.2,77.3,Compost,91,Whiteflies,,58.9,Silty,3,Fern
Begonia maculata,24.93,34,9,Strong stem,84,3,3h direct morning sun,30.1,49.9,Liquid feed,31,,,49.5,Peaty,4,Aloe Vera
Codiaeum variegatum,31.15,15,3,New bud,496,2,Indirect light all day,19.1,40.9,Organic,41,Fungus gnats,High,34.5,Loamy,1,Snake Plant
Zamioculcas zamiifolia,-4.02,32,7,,277,2,3h direct morning sun,22.3,48.7,Organic,61,,Moderate,14.3,Clay,1,Aloe Vera
Tradescantia zebrina,45.0,48,4,Dark green color,269,2,Low light corner,24.1,46.6,Organic,88,Aphids,,39.6,Silty,3,Snake Plant
Tradescantia zebrina,17.69,16,9,Dark green color,490,6,6h full sun,27.4,38.8,Chemical,31,Spider mites,Low,47.9,Sandy,2,Aloe Vera
Ficus lyrata,27.42,43,7,Brittle leaves,190,6,6h full sun,25.2,60.4,Chemical,98,,Moderate,19.5,Loamy,4,Aloe Vera
Dracaena trifasciata,7.95,30,8,Dark green color,72,6,Filtered sunlight through curtain,24.9,53.8,Compost,85,Spider mites,Low,38.4,Chalky,3,Spider Plant
Dracaena trifasciata,20.77,17,3,Leaf drop,132,2,Indirect light all day,20.6,73.3,Organic,87,,Moderate,50.7,Silty,1,Fern
Zamioculcas zamiifolia,37.45,12,6,Yellowing leaves,278,3,Indirect light all day,20.5,31.6,Compost,38,Aphids,High,48.4,Sandy,5,Snake Plant
Sansevieria cylindrica,5.84,32,1,Leaf drop,472,1,Filtered sunlight through curtain,25.0,62.2,Organic,63,Aphids,Moderate,50.1,Loamy,2,Spider Plant
Schefflera arboricola,36.26,34,5,Wilting,393,5,3h direct morning sun,19.9,68.1,Chemical,29,Fungus gnats,Low,54.0,Peaty,5,Fern
Chlorophytum comosum,22.26,13,7,Leaf drop,129,1,6h full sun,22.4,68.0,Liquid feed,62,Aphids,Moderate,56.9,Clay,3,Peace Lily
Zamioculcas zamiifolia,29.87,43,6,Wilting,402,1,6h full sun,25.5,74.3,Liquid feed,95,Spider mites,High,30.3,Chalky,1,Fern
Nephrolepis exaltata,31.58,35,6,Wilting,445,5,Indirect light all day,21.1,66.5,Liquid feed,30,Aphids,Low,38.4,Sandy,4,Peace Lily
Nephrolepis exaltata,29.41,25,7,Yellowing leaves,339,2,Indirect light all day,28.8,76.4,Liquid feed,86,,,49.5,Peaty,5,Fern
Dracaena trifasciata,16.35,38,6,New bud,380,3,Filtered sunlight through curtain,27.7,46.6,,39,Aphids,Moderate,44.9,Clay,4,Aloe Vera
Spathiphyllum wallisii,21.35,35,4,,208,3,Low light corner,19.3,55.2,Organic,32,Spider mites,Low,59.8,Clay,1,Snake Plant
Zamioculcas zamiifolia,10.38,29,6,Brittle leaves,177,1,3h direct morning sun,21.2,30.7,Liquid feed,62,,Moderate,10.7,Peaty,5,Aloe Vera
Aloe vera,29.92,16,9,Yellowing leaves,239,5,Low light corner,17.1,30.3,,24,Fungus gnats,High,27.8,Sandy,4,Snake Plant
Chlorophytum comosum,42.02,5,2,Brittle leaves,446,4,Low light corner,21.7,42.0,,35,Fungus gnats,Low,24.1,Clay,4,Snake Plant
Nephrolepis exaltata,6.76,26,4,Dark green color,80,2,Indirect light all day,26.3,35.0,,23,Fungus gnats,,23.1,Chalky,5,Aloe Vera
Epipremnum aureum,17.38,44,6,Dark green color,435,1,Indirect light all day,22.8,43.0,Compost,94,,,21.1,Loamy,1,Aloe Vera
Zamioculcas zamiifolia,23.18,41,8,Leaf drop,408,3,Indirect light all day,25.4,38.9,Compost,57,Fungus gnats,Moderate,45.5,Chalky,4,Aloe Vera
Begonia maculata,26.73,5,1,Wilting,64,6,Low light corner,19.4,31.4,,38,Aphids,High,14.2,Silty,3,Snake Plant
Zamioculcas zamiifolia,33.79,5,3,Strong stem,362,6,3h direct morning sun,26.4,75.5,Liquid feed,45,,High,47.1,Clay,5,Fern
Chlorophytum comosum,23.48,46,6,Strong stem,124,5,Indirect light all day,22.3,30.4,Organic,76,,Moderate,44.7,Loamy,2,Snake Plant
Chlorophytum comosum,21.84,46,0,Brittle leaves,83,5,6h full sun,24.0,66.8,Chemical,9,,Low,22.5,Peaty,2,Peace Lily
Monstera deliciosa,36.03,25,1,Wilting,408,1,3h direct morning sun,23.7,37.6,Compost,86,Whiteflies,Low,22.6,Loamy,1,Aloe Vera
Spathiphyllum wallisii,31.62,19,8,Brittle leaves,245,4,6h full sun,20.2,75.6,Liquid feed,81,Spider mites,Moderate,41.4,Loamy,3,Fern
Peperomia obtusifolia,30.39,21,9,Yellowing leaves,380,3,3h direct morning sun,20.5,74.6,Liquid feed,31,Whiteflies,Low,48.1,Loamy,4,Fern
Philodendron hederaceum,26.13,26,6,New bud,78,1,Indirect light all day,26.9,62.7,Chemical,96,Whiteflies,Low,53.8,Clay,2,Peace Lily
Zamioculcas zamiifolia,34.83,42,9,,243,4,Filtered sunlight through curtain,25.2,63.6,Chemical,35,Whiteflies,Low,52.6,Silty,1,Peace Lily
Chlorophytum comosum,18.44,39,6,Yellowing leaves,65,5,Indirect light all day,27.2,30.3,Liquid feed,27,Spider mites,Moderate,58.2,Silty,3,Aloe Vera
Ficus lyrata,17.07,49,5,Wilting,472,6,Low light corner,25.0,79.2,Chemical,15,Whiteflies,,39.1,Sandy,3,Fern
Anthurium andraeanum,32.46,20,2,Wilting,126,2,Low light corner,24.4,73.9,Liquid feed,15,Fungus gnats,High,55.4,Silty,1,Fern
Aloe vera,8.75,12,9,New bud,342,6,3h direct morning sun,18.8,74.8,Chemical,17,,,50.4,Clay,1,Fern
Anthurium andraeanum,25.92,21,2,Brittle leaves,130,3,Low light corner,23.2,63.0,Chemical,7,,Low,54.7,Sandy,4,Peace Lily
Aloe vera,21.83,21,1,Leaf drop,454,3,Indirect light all day,23.9,47.2,Liquid feed,79,Aphids,Moderate,10.6,Peaty,1,Aloe Vera
Chlorophytum comosum,10.94,30,5,Leaf drop,477,6,6h full sun,29.9,74.7,,74,Fungus gnats,High,58.3,Peaty,4,Fern
Anthurium andraeanum,15.69,17,3,New bud,173,6,Indirect light all day,26.1,44.6,Liquid feed,69,Spider mites,Low,33.7,Peaty,4,Aloe Vera
Dracaena trifasciata,23.91,21,4,Leaf drop,68,4,3h direct morning sun,28.6,58.1,Organic,0,,High,49.9,Peaty,5,Aloe Vera
Schefflera arboricola,35.34,42,2,Strong stem,151,1,Low light corner,25.8,35.0,Chemical,61,Whiteflies,High,16.4,Peaty,3,Snake Plant
Epipremnum aureum,18.47,21,5,Leaf drop,441,5,6h full sun,21.9,76.1,Compost,75,Aphids,,29.8,Chalky,3,Fern
Schefflera arboricola,37.13,18,2,Leaf drop,126,4,Filtered sunlight through curtain,24.4,37.0,Chemical,37,Aphids,Low,23.6,Clay,3,Aloe Vera
Dieffenbachia seguine,25.63,49,7,Leaf drop,278,2,6h full sun,24.7,41.2,Organic,91,,High,24.6,Sandy,5,Aloe Vera
Nephrolepis exaltata,38.1,10,8,Strong stem,499,6,6h full sun,21.2,57.9,Compost,44,Fungus gnats,,16.2,Peaty,4,Aloe Vera
Dracaena trifasciata,18.96,39,3,Brittle leaves,346,2,Indirect light all day,22.8,68.2,Compost,57,Aphids,Moderate,50.3,Chalky,4,Peace Lily
Monstera deliciosa,24.51,18,8,Leaf drop,252,2,Filtered sunlight through curtain,23.4,61.0,Liquid feed,80,,High,10.5,Silty,1,Peace Lily
Nephrolepis exaltata,28.68,12,6,Dark green color,110,4,3h direct morning sun,28.8,41.6,,0,Fungus gnats,Low,25.6,Chalky,5,Aloe Vera
Tradescantia zebrina,23.2,19,2,Strong stem,75,5,3h direct morning sun,17.8,30.0,Liquid feed,31,,Moderate,18.7,Chalky,1,Aloe Vera
Aloe vera,34.53,31,6,New bud,120,3,6h full sun,27.6,67.9,Compost,7,,High,39.5,Clay,5,Peace Lily
Sansevieria cylindrica,2.92,17,0,Yellowing leaves,152,1,6h full sun,21.2,79.3,Compost,39,Fungus gnats,High,22.7,Peaty,1,Fern
Epipremnum aureum,49.22,35,2,New bud,375,3,Low light corner,19.9,70.5,,55,Fungus gnats,Low,22.9,Chalky,2,Fern
Calathea orbifolia,33.58,39,5,Yellowing leaves,412,5,Filtered sunlight through curtain,27.5,53.0,Chemical,62,Fungus gnats,High,34.4,Chalky,3,Spider Plant
Nephrolepis exaltata,23.26,10,3,,206,3,6h full sun,26.2,75.2,,87,,Low,42.6,Peaty,3,Fern
Spathiphyllum wallisii,19.48,9,6,New bud,412,6,Low light corner,27.8,50.5,Liquid feed,73,Aphids,Low,16.1,Clay,4,Snake Plant
Philodendron hederaceum,16.34,26,2,Dark green color,408,6,Filtered sunlight through curtain,26.4,56.2,Chemical,73,Spider mites,Low,18.8,Chalky,2,Spider Plant
Philodendron hederaceum,31.46,27,0,Yellowing leaves,243,4,3h direct morning sun,30.2,53.9,Liquid feed,35,Spider mites,Low,22.4,Sandy,3,Aloe Vera
Anthurium andraeanum,34.95,29,8,Yellowing leaves,324,2,Low light corner,25.7,52.4,,88,,High,58.7,Loamy,4,Snake Plant
Schefflera arboricola,23.37,38,5,Wilting,373,5,Filtered sunlight through curtain,23.5,68.8,Chemical,56,,Moderate,29.9,Silty,2,Peace Lily
Calathea orbifolia,36.07,30,7,Yellowing leaves,235,5,Low light corner,25.0,56.3,,73,Aphids,Moderate,39.9,Loamy,3,Spider Plant
Schefflera arboricola,15.93,9,2,Yellowing leaves,375,3,6h full sun,27.7,45.8,Organic,82,Fungus gnats,,22.1,Loamy,1,Aloe Vera
Calathea orbifolia,14.16,30,7,Wilting,162,4,Indirect light all day,21.7,42.9,Compost,44,,Low,34.5,Clay,5,Snake Plant
Calathea orbifolia,43.13,24,1,Leaf drop,362,3,3h direct morning sun,22.0,31.9,Chemical,78,Whiteflies,High,13.7,Chalky,2,Aloe Vera
Ficus lyrata,30.91,10,3,Leaf drop,214,3,6h full sun,23.1,59.2,Compost,79,Fungus gnats,High,11.7,Loamy,4,Aloe Vera
Monstera deliciosa,38.97,10,2,Wilting,110,5,6h full sun,17.7,41.5,Organic,1,,,33.4,Loamy,2,Aloe Vera
Tradescantia zebrina,16.46,22,9,Strong stem,141,3,Filtered sunlight through curtain,24.4,37.4,Chemical,92,Whiteflies,Moderate,29.9,Silty,4,Aloe Vera
Ficus lyrata,15.76,8,0,,335,2,Low light corner,18.3,62.7,Compost,67,Aphids,High,16.8,Peaty,2,Fern
Philodendron hederaceum,21.41,21,6,Yellowing leaves,202,3,3h direct morning sun,24.2,64.1,Compost,49,Whiteflies,,44.4,Chalky,4,Peace Lily
Aloe vera,16.76,18,9,Yellowing leaves,274,2,6h full sun,26.6,67.6,Chemical,28,,Moderate,59.6,Chalky,3,Peace Lily
Sansevieria cylindrica,32.05,18,1,Wilting,176,5,Filtered sunlight through curtain,22.6,55.2,Compost,94,Spider mites,High,29.8,Silty,1,Spider Plant
Dieffenbachia seguine,17.49,17,3,Wilting,242,4,3h direct morning sun,29.0,74.7,Compost,80,,Low,41.2,Peaty,3,Fern
Monstera deliciosa,13.28,11,8,Strong stem,164,6,Low light corner,19.6,76.8,Chemical,9,Spider mites,,58.1,Chalky,1,Fern
Sansevieria cylindrica,26.42,48,5,Dark green color,311,2,6h full sun,27.6,70.4,Compost,26,Aphids,High,51.6,Sandy,3,Peace Lily
Sansevieria cylindrica,12.1,19,7,Leaf drop,67,4,6h full sun,26.0,61.8,Compost,14,Aphids,,33.2,Silty,3,Aloe Vera
Schefflera arboricola,7.01,23,1,New bud,59,4,6h full sun,18.9,45.2,Liquid feed,59,Fungus gnats,,46.9,Clay,2,Aloe Vera
Peperomia obtusifolia,26.33,47,6,Dark green color,141,2,3h direct morning sun,32.1,79.1,Liquid feed,30,Fungus gnats,,16.4,Peaty,5,Unknown
Schefflera arboricola,7.51,48,5,Brittle leaves,188,5,3h direct morning sun,23.8,43.7,Organic,20,Spider mites,Low,35.6,Silty,4,Aloe Vera
Anthurium andraeanum,32.75,39,8,Leaf drop,498,1,3h direct morning sun,21.4,40.1,Liquid feed,59,Spider mites,Moderate,24.0,Loamy,4,Aloe Vera
Codiaeum variegatum,11.05,21,6,Yellowing leaves,382,4,3h direct morning sun,19.8,52.1,Liquid feed,57,Aphids,Moderate,18.1,Chalky,4,Aloe Vera
Chlorophytum comosum,2.59,39,0,Brittle leaves,406,4,Filtered sunlight through curtain,23.3,32.8,Organic,40,Whiteflies,High,31.3,Sandy,1,Aloe Vera
Aglaonema commutatum,22.06,23,7,Dark green color,389,5,Indirect light all day,23.6,78.9,Compost,45,Spider mites,Low,16.6,Sandy,4,Fern
Ficus lyrata,26.45,24,9,Wilting,498,5,Filtered sunlight through curtain,24.3,59.4,Compost,44,Spider mites,Moderate,44.9,Clay,4,Spider Plant
Chlorophytum comosum,29.91,40,2,Strong stem,101,3,6h full sun,23.1,57.8,Liquid feed,25,Whiteflies,High,32.8,Silty,2,Aloe Vera
Sansevieria cylindrica,26.72,39,1,Leaf drop,244,5,Filtered sunlight through curtain,25.9,62.8,Organic,50,Fungus gnats,High,36.6,Sandy,3,Peace Lily
Anthurium andraeanum,14.41,36,2,Strong stem,255,4,Low light corner,22.8,54.9,Compost,35,Fungus gnats,,17.3,Silty,4,Snake Plant
Sansevieria cylindrica,32.13,48,5,Brittle leaves,336,2,3h direct morning sun,18.2,31.6,,51,Spider mites,Low,17.0,Chalky,5,Aloe Vera
Dieffenbachia seguine,34.6,44,2,Leaf drop,450,1,Low light corner,23.6,60.6,Chemical,80,Fungus gnats,Moderate,39.2,Chalky,4,Snake Plant
Ficus lyrata,12.94,28,9,,488,3,Low light corner,16.9,65.8,Chemical,50,Fungus gnats,Low,59.3,Sandy,1,Fern
Anthurium andraeanum,23.19,21,4,,415,2,6h full sun,25.1,50.8,Chemical,2,Fungus gnats,Low,14.8,Chalky,1,Aloe Vera
Codiaeum variegatum,22.26,11,5,Dark green color,142,1,3h direct morning sun,21.1,67.9,Liquid feed,13,Aphids,Moderate,24.3,Silty,1,Peace Lily
Epipremnum aureum,27.2,47,7,Yellowing leaves,469,1,Low light corner,24.5,41.4,Chemical,48,,Moderate,53.5,Chalky,4,Snake Plant
Schefflera arboricola,22.95,5,6,,459,1,6h full sun,27.9,41.1,Chemical,76,Spider mites,Low,13.6,Loamy,2,Aloe Vera
Chlorophytum comosum,24.32,39,7,,358,6,3h direct morning sun,21.2,38.1,,90,Spider mites,High,53.8,Silty,5,Aloe Vera
Nephrolepis exaltata,31.42,36,2,New bud,194,2,Indirect light all day,27.2,48.6,Compost,0,Aphids,Low,36.2,Peaty,4,Aloe Vera
Sansevieria cylindrica,13.86,40,3,Strong stem,135,3,6h full sun,22.7,72.4,,56,,Moderate,30.4,Chalky,2,Peace Lily
Begonia maculata,32.37,17,5,Strong stem,202,3,Filtered sunlight through curtain,29.3,71.4,Liquid feed,16,,Low,25.5,Chalky,2,Peace Lily
Dracaena trifasciata,36.41,10,6,,51,1,3h direct morning sun,22.9,49.1,Chemical,49,Aphids,Moderate,24.9,Silty,4,Aloe Vera
Dieffenbachia seguine,41.34,18,8,New bud,391,2,Low light corner,21.5,59.5,Compost,97,Whiteflies,High,25.3,Clay,4,Snake Plant
Nephrolepis exaltata,3.57,41,0,Strong stem,438,6,Low light corner,26.1,66.0,Chemical,13,Whiteflies,Low,54.2,Peaty,2,Peace Lily
Peperomia obtusifolia,23.17,19,7,Strong stem,309,1,Filtered sunlight through curtain,22.7,42.1,Chemical,58,,High,46.2,Peaty,2,Aloe Vera
Codiaeum variegatum,5.35,8,7,Leaf drop,213,5,Filtered sunlight through curtain,21.5,38.4,Liquid feed,80,Whiteflies,Low,43.5,Peaty,2,Aloe Vera
Zamioculcas zamiifolia,0.65,44,5,Leaf drop,55,3,Low light corner,22.6,78.6,Chemical,2,Whiteflies,Low,49.9,Sandy,4,Fern
Codiaeum variegatum,26.44,20,3,New bud,198,4,3h direct morning sun,23.9,60.9,Organic,97,Whiteflies,Moderate,22.9,Loamy,2,Aloe Vera
Codiaeum variegatum,21.01,32,2,Brittle leaves,254,1,6h full sun,28.0,79.1,Compost,39,,,40.9,Loamy,1,Fern
Dieffenbachia seguine,28.0,20,2,Yellowing leaves,167,5,Filtered sunlight through curtain,18.2,46.9,Compost,88,Whiteflies,Moderate,33.0,Clay,4,Aloe Vera
Chlorophytum comosum,29.86,8,5,Dark green color,138,3,Filtered sunlight through curtain,24.1,65.2,Organic,65,Spider mites,Low,49.1,Peaty,1,Peace Lily
Chlorophytum comosum,37.48,49,7,,203,6,Filtered sunlight through curtain,25.9,41.1,Liquid feed,33,,,25.5,Peaty,3,Aloe Vera
Sansevieria cylindrica,25.54,30,6,,488,2,Indirect light all day,24.6,43.1,Chemical,89,Aphids,,42.2,Chalky,4,Aloe Vera
Philodendron hederaceum,54.23,32,0,Dark green color,216,3,3h direct morning sun,27.9,55.6,Chemical,94,Whiteflies,High,54.1,Silty,3,Aloe Vera
Spathiphyllum wallisii,28.06,36,5,,210,2,3h direct morning sun,23.8,46.0,Compost,8,Fungus gnats,Low,30.1,Sandy,2,Aloe Vera
Peperomia obtusifolia,43.42,49,6,,319,2,3h direct morning sun,23.4,38.4,Liquid feed,93,,Moderate,13.3,Sandy,2,Aloe Vera
Tradescantia zebrina,1.67,6,6,Brittle leaves,105,6,3h direct morning sun,25.8,43.1,Liquid feed,83,Aphids,,35.8,Clay,5,Aloe Vera
Schefflera arboricola,38.5,35,8,Strong stem,277,6,3h direct morning sun,24.3,31.8,Liquid feed,20,Spider mites,,27.3,Loamy,2,Aloe Vera
Sansevieria cylindrica,23.19,7,9,Yellowing leaves,386,1,Low light corner,22.8,65.2,Chemical,92,Aphids,Moderate,43.6,Peaty,3,Peace Lily
Sansevieria cylindrica,5.52,12,4,,198,1,Filtered sunlight through curtain,25.5,54.6,Liquid feed,24,Whiteflies,Moderate,57.6,Silty,2,Spider Plant
Calathea orbifolia,29.21,28,0,New bud,95,3,Low light corner,22.0,34.7,Organic,43,Fungus gnats,,34.3,Clay,4,Snake Plant
Monstera deliciosa,21.97,19,1,Brittle leaves,193,6,Indirect light all day,22.2,38.6,,24,Whiteflies,Moderate,33.3,Sandy,2,Snake Plant
Peperomia obtusifolia,30.8,47,3,,287,5,6h full sun,22.4,35.1,Liquid feed,8,Aphids,High,42.7,Sandy,5,Aloe Vera
Aloe vera,35.11,35,4,New bud,321,3,Filtered sunlight through curtain,28.1,60.6,,61,,,15.2,Sandy,2,Spider Plant
Epipremnum aureum,10.11,13,8,Leaf drop,169,4,Indirect light all day,14.3,34.7,Chemical,25,Fungus gnats,High,22.7,Peaty,3,Snake Plant
Schefflera arboricola,35.15,43,0,Strong stem,389,2,Low light corner,25.2,67.7,Liquid feed,56,Fungus gnats,Low,55.9,Peaty,3,Fern
Dracaena trifasciata,25.06,49,2,Wilting,462,2,6h full sun,24.1,31.0,Compost,36,Aphids,High,43.5,Peaty,2,Aloe Vera
Dracaena trifasciata,38.53,6,4,,269,1,Indirect light all day,19.0,42.5,Chemical,15,Whiteflies,Moderate,10.7,Chalky,3,Snake Plant
Begonia maculata,22.95,12,2,New bud,57,5,6h full sun,24.9,74.5,Organic,36,Aphids,,20.2,Loamy,3,Fern
Calathea orbifolia,20.3,11,3,Brittle leaves,393,6,Indirect light all day,25.4,65.9,Organic,75,Fungus gnats,High,44.1,Sandy,5,Peace Lily
Calathea orbifolia,25.27,48,2,Strong stem,436,6,Low light corner,25.8,33.6,,23,Aphids,Moderate,48.2,Sandy,4,Snake Plant
Aloe vera,26.02,43,3,Yellowing leaves,324,1,6h full sun,16.0,71.1,,25,Fungus gnats,Moderate,52.0,Chalky,5,Fern
Philodendron hederaceum,18.37,46,0,Brittle leaves,402,4,Indirect light all day,28.1,54.7,Compost,19,Whiteflies,High,24.6,Sandy,1,Spider Plant
Dracaena trifasciata,20.04,20,7,Leaf drop,115,3,Low light corner,21.8,72.3,Compost,8,,,56.6,Sandy,5,Fern
Aglaonema commutatum,12.73,39,3,Dark green color,128,3,Filtered sunlight through curtain,26.1,60.0,Organic,86,,High,37.6,Peaty,2,Spider Plant
Sansevieria cylindrica,20.65,34,6,,135,5,Low light corner,26.2,64.1,Liquid feed,28,Aphids,Low,44.8,Peaty,4,Peace Lily
Monstera deliciosa,31.76,14,1,Yellowing leaves,173,1,Low light corner,21.4,79.7,Organic,30,Fungus gnats,High,39.8,Loamy,2,Fern
Anthurium andraeanum,23.63,42,1,New bud,251,1,Filtered sunlight through curtain,26.0,41.6,Organic,18,,High,16.1,Sandy,1,Aloe Vera
Tradescantia zebrina,35.09,22,5,,199,4,Low light corner,22.8,61.2,Compost,19,Fungus gnats,,58.2,Clay,4,Snake Plant
Monstera deliciosa,23.15,9,1,New bud,95,3,Filtered sunlight through curtain,17.8,53.0,,86,Whiteflies,High,16.1,Sandy,3,Spider Plant
Dieffenbachia seguine,10.68,33,5,Yellowing leaves,162,1,Filtered sunlight through curtain,27.5,32.0,Compost,26,Aphids,Moderate,22.7,Sandy,5,Aloe Vera
Philodendron hederaceum,30.97,43,1,New bud,140,6,Filtered sunlight through curtain,21.7,30.7,Compost,93,Fungus gnats,,50.7,Loamy,2,Aloe Vera
Peperomia obtusifolia,18.26,38,3,Brittle leaves,190,5,Indirect light all day,21.4,36.0,Compost,84,Aphids,Moderate,40.9,Clay,1,Snake Plant
Schefflera arboricola,22.67,47,6,Strong stem,338,3,6h full sun,22.8,62.5,Organic,43,Fungus gnats,,51.9,Sandy,3,Peace Lily
Sansevieria cylindrica,37.38,49,7,New bud,438,4,Indirect light all day,24.8,58.4,Liquid feed,34,Fungus gnats,Low,35.8,Silty,5,Spider Plant
Aloe vera,13.39,27,2,Leaf drop,267,5,Filtered sunlight through curtain,23.8,57.7,Organic,70,Whiteflies,Low,28.8,Silty,3,Spider Plant
